review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_06318_1,CLM_06318,1,2025-04-05 03:06:00,R-6221,Initial Triage,61.0,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,1
REV_06318_2,CLM_06318,2,2025-04-07 18:06:00,R-6221,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2714,No,1.6,100.0,Recommend Denial,3
REV_06318_3,CLM_06318,3,2025-04-20 09:06:00,SIU-846,SIU Investigation,,,Claim history pattern analysis completed.,P-2714,Yes,,,Claim Approved,15
REV_06319_1,CLM_06319,1,2024-11-20 17:31:00,R-9758,Initial Triage,26.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06319_2,CLM_06319,2,2024-11-26 08:31:00,R-9758,Expert Assessment,,,Documentation supports claim as reported.,P-5992,No,1.7,100.0,Request Additional Documentation,6
REV_06320_1,CLM_06320,1,2022-05-15 13:42:00,R-4718,Initial Triage,61.9,Red - Full Investigation,"Verified with third party, consistent account.",,,,,Full Investigation,4
REV_06320_2,CLM_06320,2,2022-05-19 06:42:00,R-4718,Expert Assessment,,,Verified damage with independent assessment.,P-5972,No,2.7,72.1,Request Additional Documentation,7
REV_06321_1,CLM_06321,1,2025-08-05 19:35:00,R-8765,Initial Triage,12.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_06321_2,CLM_06321,2,2025-08-17 05:35:00,R-8765,Expert Assessment,,,Verified damage with independent assessment.,P-1196,No,3.3,91.6,Approve,14
REV_06322_1,CLM_06322,1,2026-01-30 13:48:00,R-7001,Initial Triage,19.9,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,2
REV_06322_2,CLM_06322,2,2026-02-06 04:48:00,R-7001,Expert Assessment,,,No anomalies found during review.,P-5972,No,3.3,81.1,Request Additional Documentation,8
REV_06324_1,CLM_06324,1,2023-11-08 08:12:00,R-3888,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06325_1,CLM_06325,1,2022-01-25 13:27:00,R-9758,Initial Triage,17.6,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_06326_1,CLM_06326,1,2023-03-16 17:15:00,R-1276,Initial Triage,59.7,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,2
REV_06326_2,CLM_06326,2,2023-03-22 01:15:00,R-1276,Expert Assessment,,,Documentation supports claim as reported.,P-5462,Yes,3.5,89.4,Approve with Conditions,7
REV_06327_1,CLM_06327,1,2024-04-02 16:31:00,R-6545,Initial Triage,53.0,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,1
REV_06327_2,CLM_06327,2,2024-04-09 09:31:00,R-6545,Expert Assessment,,,Documentation supports claim as reported.,P-6516,Yes,3.4,98.4,Approve with Conditions,7
REV_06328_1,CLM_06328,1,2024-03-22 13:19:00,R-7230,Initial Triage,19.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_06330_1,CLM_06330,1,2024-12-29 12:08:00,R-7520,Initial Triage,43.4,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_06330_2,CLM_06330,2,2025-01-12 03:08:00,R-7520,Expert Assessment,,,Physical inspection consistent with reported damage.,P-7797,No,3.5,96.4,Approve with Conditions,14
REV_06331_1,CLM_06331,1,2025-07-11 02:55:00,R-4219,Initial Triage,15.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06333_1,CLM_06333,1,2025-07-09 03:08:00,R-9461,Initial Triage,35.8,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,2
REV_06333_2,CLM_06333,2,2025-07-17 15:08:00,R-9461,Expert Assessment,,,All repair items match incident description.,P-9236,No,5.0,80.3,Approve with Conditions,10
REV_06334_1,CLM_06334,1,2022-03-25 01:52:00,R-2887,Initial Triage,17.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06334_2,CLM_06334,2,2022-04-04 10:52:00,R-2887,Expert Assessment,,,Verified damage with independent assessment.,P-5972,Yes,4.1,81.7,Approve with Conditions,11
REV_06335_1,CLM_06335,1,2025-09-03 22:03:00,R-4219,Initial Triage,52.4,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_06335_2,CLM_06335,2,2025-09-06 11:03:00,R-4219,Expert Assessment,,,All repair items match incident description.,P-7277,Yes,3.7,55.2,Request Additional Documentation,3
REV_06336_1,CLM_06336,1,2025-12-05 04:38:00,R-3691,Initial Triage,51.2,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,2
REV_06336_2,CLM_06336,2,2025-12-09 19:38:00,R-3691,Expert Assessment,,,No anomalies found during review.,P-3801,No,4.1,53.4,Request Additional Documentation,6
REV_06336_3,CLM_06336,3,2025-12-18 11:38:00,SIU-648,SIU Investigation,,,Cross-referenced with external fraud database.,P-3801,Yes,,,Claim Denied,14
REV_06337_1,CLM_06337,1,2025-06-30 08:04:00,R-3644,Initial Triage,65.6,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,4
REV_06337_2,CLM_06337,2,2025-07-22 17:04:00,R-3644,Expert Assessment,,,Verified damage with independent assessment.,P-3659,No,3.6,76.9,Approve with Conditions,26
REV_06338_1,CLM_06338,1,2023-09-01 03:55:00,R-3644,Initial Triage,12.2,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06339_1,CLM_06339,1,2023-10-01 03:23:00,R-8044,Initial Triage,33.5,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06341_1,CLM_06341,1,2024-09-14 13:05:00,R-4718,Initial Triage,39.2,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,4
REV_06341_2,CLM_06341,2,2024-09-21 05:05:00,R-4718,Expert Assessment,,,All repair items match incident description.,P-8259,Yes,3.0,77.7,Approve with Conditions,10
REV_06342_1,CLM_06342,1,2023-08-30 21:52:00,R-8592,Initial Triage,32.4,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06342_2,CLM_06342,2,2023-09-08 11:52:00,R-8592,Expert Assessment,,,Physical inspection consistent with reported damage.,P-4236,No,2.7,82.2,Refer to Special Investigations Unit,9
REV_06342_3,CLM_06342,3,2023-10-20 03:52:00,SIU-667,SIU Investigation,,,Medical records review completed where applicable.,P-4236,No,,,Claim Denied,50
REV_06343_1,CLM_06343,1,2022-03-28 15:32:00,R-6545,Initial Triage,15.0,Green - Proceed,"Damage assessment pending, photos unclear.",,,,,Proceed,3
REV_06344_1,CLM_06344,1,2025-01-31 07:47:00,R-7520,Initial Triage,61.2,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,1
REV_06344_2,CLM_06344,2,2025-02-03 00:47:00,R-7520,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8548,Yes,5.0,98.0,Approve,3
REV_06345_1,CLM_06345,1,2024-09-01 17:49:00,R-8765,Initial Triage,32.2,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06346_1,CLM_06346,1,2024-06-12 21:42:00,R-4219,Initial Triage,49.1,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,1
REV_06346_2,CLM_06346,2,2024-06-29 10:42:00,R-4219,Expert Assessment,,,No anomalies found during review.,P-8186,Yes,4.5,96.5,Approve,17
REV_06349_1,CLM_06349,1,2023-09-11 01:51:00,R-2887,Initial Triage,17.4,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06351_1,CLM_06351,1,2024-02-21 15:45:00,R-8592,Initial Triage,61.4,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,6
REV_06351_2,CLM_06351,2,2024-02-24 02:45:00,R-8592,Expert Assessment,,,Physical inspection consistent with reported damage.,P-1837,No,5.0,86.0,Approve,8
REV_06352_1,CLM_06352,1,2023-08-06 20:56:00,R-3644,Initial Triage,35.2,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,4
REV_06352_2,CLM_06352,2,2023-08-12 09:56:00,R-3644,Expert Assessment,,,All repair items match incident description.,P-8464,Yes,2.9,65.4,Refer to Special Investigations Unit,9
REV_06352_3,CLM_06352,3,2023-08-25 18:56:00,SIU-131,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-8464,Yes,,,Claim Approved,22
REV_06355_1,CLM_06355,1,2025-07-19 00:31:00,R-1307,Initial Triage,46.8,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,2
REV_06355_2,CLM_06355,2,2025-07-31 09:31:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-7797,No,3.5,100.0,Approve with Conditions,14
REV_06356_1,CLM_06356,1,2025-04-08 04:40:00,R-2207,Initial Triage,55.3,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,3
REV_06356_2,CLM_06356,2,2025-04-12 12:40:00,R-2207,Expert Assessment,,,Verified damage with independent assessment.,P-8548,No,3.4,79.2,Recommend Denial,7
REV_06356_3,CLM_06356,3,2025-05-02 04:40:00,SIU-446,SIU Investigation,,,Claim history pattern analysis completed.,P-8548,Yes,,,Pending Review,26
REV_06357_1,CLM_06357,1,2024-07-21 19:19:00,R-2512,Initial Triage,38.9,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_06358_1,CLM_06358,1,2023-06-23 14:04:00,R-4718,Initial Triage,25.7,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,7
REV_06359_1,CLM_06359,1,2023-01-17 08:04:00,R-8100,Initial Triage,17.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_06359_2,CLM_06359,2,2023-02-09 01:04:00,R-8100,Expert Assessment,,,Verified damage with independent assessment.,P-2735,Yes,4.5,63.7,Approve with Conditions,24
REV_06360_1,CLM_06360,1,2022-07-31 04:23:00,R-5533,Initial Triage,35.8,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06361_1,CLM_06361,1,2025-09-13 13:22:00,R-3644,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06362_1,CLM_06362,1,2024-11-14 06:57:00,R-9461,Initial Triage,33.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06362_2,CLM_06362,2,2024-11-19 22:57:00,R-9461,Expert Assessment,,,No anomalies found during review.,P-5386,No,3.8,82.8,Approve with Conditions,6
REV_06364_1,CLM_06364,1,2024-02-18 14:40:00,R-3888,Initial Triage,48.2,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,4
REV_06364_2,CLM_06364,2,2024-03-06 04:40:00,R-3888,Expert Assessment,,,Documentation supports claim as reported.,P-5972,Yes,4.2,81.8,Approve with Conditions,20
REV_06367_1,CLM_06367,1,2025-07-05 21:28:00,R-1744,Initial Triage,7.8,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,4
REV_06368_1,CLM_06368,1,2023-05-01 13:40:00,R-3691,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06369_1,CLM_06369,1,2024-06-06 02:17:00,R-4718,Initial Triage,0.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_06370_1,CLM_06370,1,2025-08-23 05:12:00,R-5533,Initial Triage,43.0,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,2
REV_06370_2,CLM_06370,2,2025-08-28 15:12:00,R-5533,Expert Assessment,,,Physical inspection consistent with reported damage.,P-4505,Yes,2.1,76.5,Refer to Special Investigations Unit,7
REV_06370_3,CLM_06370,3,2025-09-08 02:12:00,SIU-914,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-4505,Yes,,,Claim Approved,17
REV_06371_1,CLM_06371,1,2023-08-08 14:06:00,R-3691,Initial Triage,30.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06372_1,CLM_06372,1,2022-01-21 09:49:00,R-8765,Initial Triage,0.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_06373_1,CLM_06373,1,2025-08-03 05:58:00,R-6143,Initial Triage,33.8,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06373_2,CLM_06373,2,2025-08-27 21:58:00,R-6143,Expert Assessment,,,No anomalies found during review.,P-5252,No,4.0,93.9,Request Additional Documentation,25
REV_06374_1,CLM_06374,1,2023-02-08 20:44:00,R-3260,Initial Triage,56.4,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,3
REV_06374_2,CLM_06374,2,2023-02-13 10:44:00,R-3260,Expert Assessment,,,Verified damage with independent assessment.,P-5252,Yes,3.9,100.0,Approve,7
REV_06375_1,CLM_06375,1,2024-02-26 22:56:00,R-8765,Initial Triage,0.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_06376_1,CLM_06376,1,2022-03-05 23:57:00,R-5059,Initial Triage,59.4,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_06376_2,CLM_06376,2,2022-03-08 15:57:00,R-5059,Expert Assessment,,,Vehicle mileage discrepancy noted between records and odometer.,P-7266,No,4.1,69.9,Request Additional Documentation,3
REV_06377_1,CLM_06377,1,2025-01-15 02:26:00,R-6387,Initial Triage,44.1,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,3
REV_06377_2,CLM_06377,2,2025-01-23 13:26:00,R-6387,Expert Assessment,,,Documentation supports claim as reported.,P-8842,No,3.9,91.4,Request Additional Documentation,11
REV_06378_1,CLM_06378,1,2024-06-27 14:02:00,R-6545,Initial Triage,33.1,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_06378_2,CLM_06378,2,2024-07-05 04:02:00,R-6545,Expert Assessment,,,All repair items match incident description.,P-7936,Yes,4.0,89.8,Approve,8
REV_06380_1,CLM_06380,1,2025-09-22 10:17:00,R-2812,Initial Triage,61.8,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,3
REV_06380_2,CLM_06380,2,2025-09-29 21:17:00,R-2812,Expert Assessment,,,Verified damage with independent assessment.,P-4275,No,4.0,81.0,Refer to Special Investigations Unit,10
REV_06380_3,CLM_06380,3,2025-10-05 14:17:00,SIU-441,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-4275,No,,,Pending Review,15
REV_06381_1,CLM_06381,1,2026-01-18 14:39:00,R-3691,Initial Triage,75.9,Red - Full Investigation,"Documentation complete, no issues detected.",,,,,Full Investigation,1
REV_06381_2,CLM_06381,2,2026-01-25 05:39:00,R-3691,Expert Assessment,,,Verified damage with independent assessment.,P-1904,Yes,3.6,60.3,Refer to Special Investigations Unit,7
REV_06381_3,CLM_06381,3,2026-02-11 14:39:00,SIU-733,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-1904,Yes,,,Claim Approved,24
REV_06382_1,CLM_06382,1,2024-04-22 01:26:00,R-6221,Initial Triage,25.3,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06383_1,CLM_06383,1,2022-12-03 03:43:00,R-2812,Initial Triage,95.9,Red - Full Investigation,"Verified with third party, consistent account.",,,,,Full Investigation,2
REV_06383_2,CLM_06383,2,2022-12-05 18:43:00,R-2812,Expert Assessment,,,All repair items match incident description.,P-9557,Yes,5.0,70.7,Approve with Conditions,4
REV_06385_1,CLM_06385,1,2025-06-02 20:36:00,R-6466,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06386_1,CLM_06386,1,2024-07-04 02:18:00,R-7001,Initial Triage,12.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06388_1,CLM_06388,1,2022-06-25 20:17:00,R-6466,Initial Triage,24.3,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,7
REV_06389_1,CLM_06389,1,2025-07-14 00:16:00,R-2207,Initial Triage,29.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_06390_1,CLM_06390,1,2024-03-16 18:13:00,R-8100,Initial Triage,61.9,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,11
REV_06390_2,CLM_06390,2,2024-03-31 08:13:00,R-8100,Expert Assessment,,,No anomalies found during review.,P-4505,No,3.2,88.9,Request Additional Documentation,25
REV_06391_1,CLM_06391,1,2022-12-22 21:46:00,R-8019,Initial Triage,52.6,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,3
REV_06391_2,CLM_06391,2,2022-12-29 14:46:00,R-8019,Expert Assessment,,,Documentation supports claim as reported.,P-9557,Yes,3.1,98.5,Approve with Conditions,9
REV_06393_1,CLM_06393,1,2022-04-14 06:59:00,R-8592,Initial Triage,4.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,5
REV_06395_1,CLM_06395,1,2022-01-27 04:57:00,R-9758,Initial Triage,41.9,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06396_1,CLM_06396,1,2023-01-05 08:51:00,R-3691,Initial Triage,61.8,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,3
REV_06396_2,CLM_06396,2,2023-01-23 20:51:00,R-3691,Expert Assessment,,,Verified damage with independent assessment.,P-4626,Yes,3.5,100.0,Refer to Special Investigations Unit,21
REV_06396_3,CLM_06396,3,2023-01-31 05:51:00,SIU-546,SIU Investigation,,,Claim history pattern analysis completed.,P-4626,Yes,,,Claim Approved,28
REV_06398_1,CLM_06398,1,2023-05-29 23:01:00,R-8404,Initial Triage,49.4,Yellow - Standard Review,"Some documentation missing, requested follow-up.",,,,,Standard Review,1
REV_06398_2,CLM_06398,2,2023-06-04 10:01:00,R-8404,Expert Assessment,,,Multiple prior claims from same address within 18 months.,P-1135,Yes,3.2,78.7,Approve with Conditions,6
REV_06399_1,CLM_06399,1,2023-08-06 08:27:00,R-6221,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06400_1,CLM_06400,1,2023-02-05 22:01:00,R-7001,Initial Triage,21.1,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06401_1,CLM_06401,1,2022-12-28 12:30:00,R-5059,Initial Triage,39.4,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,5
REV_06401_2,CLM_06401,2,2023-01-05 20:30:00,R-5059,Expert Assessment,,,No anomalies found during review.,P-7266,Yes,3.7,78.6,Approve with Conditions,13
REV_06402_1,CLM_06402,1,2025-03-28 12:54:00,R-8044,Initial Triage,39.7,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_06402_2,CLM_06402,2,2025-04-09 22:54:00,R-8044,Expert Assessment,,,All repair items match incident description.,P-6700,No,3.0,72.4,Approve with Conditions,13
REV_06403_1,CLM_06403,1,2026-01-24 11:31:00,R-8592,Initial Triage,94.5,Red - Full Investigation,"Documentation complete, no issues detected.",,,,,Full Investigation,4
REV_06403_2,CLM_06403,2,2026-01-28 22:31:00,R-8592,Expert Assessment,,,Verified damage with independent assessment.,P-4626,No,4.3,100.0,Approve with Conditions,8
REV_06404_1,CLM_06404,1,2024-04-08 21:45:00,R-2512,Initial Triage,4.7,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_06404_2,CLM_06404,2,2024-04-27 10:45:00,R-2512,Expert Assessment,,,No anomalies found during review.,P-7581,Yes,4.3,100.0,Approve,20
